Date,Open,High,Low,Close,Adj. Close,Change,Volume
20-Mar-25,161.57,164.89,160.96,162.8,162.61,-0.67%,"28,138,464"
19-Mar-25,161.76,165.87,161,163.89,163.7,2.00%,"34,275,582"
18-Mar-25,163.68,164.25,156.72,160.67,160.48,-2.20%,"42,074,751"
17-Mar-25,165.03,166.3,163.67,164.29,164.09,-0.73%,"31,184,335"
14-Mar-25,163.27,166.49,162.45,165.49,165.29,1.68%,"31,995,894"
13-Mar-25,166.04,166.13,162.11,162.76,162.57,-2.60%,"31,756,214"
12-Mar-25,166.58,167.64,163.53,167.11,166.91,1.87%,"28,372,396"
11-Mar-25,164.91,166.75,161.37,164.04,163.85,-1.10%,"39,587,414"
10-Mar-25,168.26,168.46,163.69,165.87,165.67,-4.60%,"43,377,356"
7-Mar-25,171.26,174.97,170.27,173.86,173.44,0.88%,"27,385,813"
