Date,Open,High,Low,Close,Adj. Close,Change,Volume
28-Jul-25,233.35,234.29,232.25,232.79,232.79,0.58%,"26,300,138"
25-Jul-25,232.22,232.48,231.18,231.44,231.44,-0.34%,"28,712,095"
24-Jul-25,229.17,236,228.64,232.23,232.23,1.73%,"42,902,266"
23-Jul-25,228.47,228.79,227.09,228.29,228.29,0.36%,"28,294,852"
22-Jul-25,229.68,230,226.35,227.47,227.47,-0.80%,"37,483,702"
21-Jul-25,225.84,229.69,225.65,229.3,229.3,1.40%,"40,297,556"
18-Jul-25,225.14,226.4,222.98,226.13,226.13,1.01%,"37,833,807"
17-Jul-25,223.32,224.5,222.51,223.88,223.88,0.31%,"31,855,831"
16-Jul-25,225.88,226.1,222.18,223.19,223.19,-1.40%,"39,535,926"
15-Jul-25,226.2,227.27,225.46,226.35,226.35,0.29%,"34,907,294"
14-Jul-25,225.07,226.66,224.24,225.69,225.69,0.30%,"35,702,597"
11-Jul-25,223.58,226.68,222.37,225.02,225.02,1.24%,"50,518,307"
10-Jul-25,221.55,222.79,219.7,222.26,222.26,-0.13%,"30,370,591"
9-Jul-25,221.07,224.29,220.47,222.54,222.54,1.45%,"38,155,121"
8-Jul-25,223.92,224,218.43,219.36,219.36,-1.84%,"45,691,987"
7-Jul-25,223,224.29,222.37,223.47,223.47,0.03%,"36,604,139"
3-Jul-25,221.82,224.01,221.36,223.41,223.41,1.59%,"29,632,353"
2-Jul-25,219.73,221.6,219.06,219.92,219.92,-0.24%,"30,894,178"
1-Jul-25,219.5,221.88,217.93,220.46,220.46,0.49%,"39,256,830"
30-Jun-25,223.52,223.82,219.12,219.39,219.39,-1.75%,"58,887,780"
27-Jun-25,219.92,223.3,216.74,223.3,223.3,2.85%,"119,217,138"
26-Jun-25,213.12,218.04,212.01,217.12,217.12,2.42%,"50,480,814"
25-Jun-25,214.62,216.03,211.11,211.99,211.99,-0.37%,"31,755,698"
24-Jun-25,212.14,214.34,211.05,212.77,212.77,2.06%,"38,378,757"
23-Jun-25,209.79,210.39,207.31,208.47,208.47,-0.58%,"37,311,725"
20-Jun-25,214.68,214.89,208.27,209.69,209.69,-1.33%,"75,350,733"
18-Jun-25,215.09,217.96,212.34,212.52,212.52,-1.07%,"44,360,509"
17-Jun-25,215.2,217.41,214.56,214.82,214.82,-0.59%,"32,086,262"
16-Jun-25,212.31,217.06,211.6,216.1,216.1,1.89%,"33,284,158"
13-Jun-25,209.96,214.05,209.62,212.1,212.1,-0.53%,"29,337,763"
12-Jun-25,211.78,213.58,211.33,213.24,213.24,0.02%,"27,639,991"
11-Jun-25,217.41,218.4,212.89,213.2,213.2,-2.03%,"39,325,981"
10-Jun-25,216.78,217.69,214.15,217.61,217.61,0.29%,"31,303,317"
9-Jun-25,214.75,217.85,212.88,216.98,216.98,1.60%,"38,102,502"
6-Jun-25,212.4,213.87,210.5,213.57,213.57,2.72%,"39,832,500"
5-Jun-25,209.55,212.81,207.56,207.91,207.91,0.33%,"51,979,243"
4-Jun-25,206.55,208.18,205.18,207.23,207.23,0.74%,"29,915,592"
3-Jun-25,207.11,208.95,205.03,205.71,205.71,-0.45%,"33,139,121"
2-Jun-25,204.98,207,202.68,206.65,206.65,0.80%,"29,113,319"
30-May-25,204.84,205.99,201.7,205.01,205.01,-0.34%,"51,679,406"
29-May-25,208.03,208.81,204.23,205.7,205.7,0.48%,"34,700,005"
28-May-25,205.92,207.66,204.41,204.72,204.72,-0.63%,"28,549,753"
27-May-25,203.09,206.69,202.19,206.02,206.02,2.50%,"34,892,044"
23-May-25,198.9,202.37,197.85,200.99,200.99,-1.04%,"33,393,545"
22-May-25,201.38,205.76,200.16,203.1,203.1,0.98%,"38,938,882"
21-May-25,201.61,203.46,200.06,201.12,201.12,-1.45%,"42,460,924"
20-May-25,204.63,205.59,202.65,204.07,204.07,-1.01%,"29,470,373"
19-May-25,201.65,206.62,201.26,206.16,206.16,0.28%,"34,314,810"
16-May-25,206.85,206.85,204.37,205.59,205.59,0.20%,"43,318,478"
15-May-25,206.45,206.88,202.67,205.17,205.17,-2.42%,"64,347,317"
14-May-25,211.45,211.93,208.85,210.25,210.25,-0.53%,"38,492,128"
13-May-25,211.08,214.84,210.1,211.37,211.37,1.31%,"56,193,682"
12-May-25,210.71,211.66,205.75,208.64,208.64,8.07%,"75,205,042"
9-May-25,193.38,194.69,191.16,193.06,193.06,0.51%,"29,663,143"
8-May-25,191.43,194.33,188.82,192.08,192.08,1.79%,"41,043,620"
7-May-25,185.56,190.99,185.01,188.71,188.71,2.00%,"44,002,926"
6-May-25,184.57,187.93,183.85,185.01,185.01,-0.72%,"29,314,055"
5-May-25,186.51,188.18,185.53,186.35,186.35,-1.91%,"35,217,469"
2-May-25,191.44,192.88,186.4,189.98,189.98,-0.12%,"77,903,487"
1-May-25,190.63,191.81,187.5,190.2,190.2,3.13%,"74,265,963"
30-Apr-25,182.17,185.05,178.85,184.42,184.42,-1.58%,"55,176,543"
29-Apr-25,183.99,188.02,183.68,187.39,187.39,-0.17%,"41,667,255"
28-Apr-25,190.11,190.22,184.89,187.7,187.7,-0.68%,"33,224,732"
25-Apr-25,187.62,189.94,185.49,188.99,188.99,1.31%,"36,414,330"
24-Apr-25,180.92,186.74,180.18,186.54,186.54,3.29%,"43,763,196"
23-Apr-25,183.45,187.38,180.19,180.6,180.6,4.28%,"63,470,149"
22-Apr-25,169.85,176.78,169.35,173.18,173.18,3.50%,"56,607,202"
21-Apr-25,169.6,169.6,165.29,167.32,167.32,-3.06%,"48,126,111"
17-Apr-25,176,176.21,172,172.61,172.61,-0.99%,"44,726,453"
16-Apr-25,176.29,179.11,171.41,174.33,174.33,-2.93%,"51,875,316"
15-Apr-25,181.41,182.35,177.93,179.59,179.59,-1.39%,"43,641,952"
14-Apr-25,186.84,187.44,179.23,182.12,182.12,-1.49%,"48,002,540"
11-Apr-25,179.93,185.86,178,184.87,184.87,2.01%,"50,594,339"
10-Apr-25,185.44,186.87,175.85,181.22,181.22,-5.17%,"68,302,045"
9-Apr-25,172.12,192.65,169.93,191.1,191.1,11.98%,"116,804,328"
8-Apr-25,185.23,185.9,168.57,170.66,170.66,-2.62%,"87,710,360"
7-Apr-25,162,183.41,161.38,175.26,175.26,2.49%,"109,327,115"
4-Apr-25,167.15,178.14,166,171,171,-4.15%,"123,159,359"
3-Apr-25,183,184.13,176.92,178.41,178.41,-8.98%,"95,553,617"
2-Apr-25,187.66,198.34,187.66,196.01,196.01,2.00%,"53,679,198"
1-Apr-25,187.86,193.93,187.2,192.17,192.17,1.00%,"41,267,315"
31-Mar-25,188.19,191.33,184.4,190.26,190.26,-1.28%,"63,547,558"
28-Mar-25,198.42,199.26,191.88,192.72,192.72,-4.29%,"52,548,226"
27-Mar-25,200.89,203.79,199.28,201.36,201.36,0.11%,"27,317,661"
26-Mar-25,205.84,206.01,199.93,201.13,201.13,-2.23%,"32,990,973"
25-Mar-25,203.6,206.21,203.22,205.71,205.71,1.21%,"31,171,161"
24-Mar-25,200,203.64,199.95,203.26,203.26,3.59%,"41,625,365"
21-Mar-25,192.9,196.99,192.52,196.21,196.21,0.65%,"60,056,917"
20-Mar-25,193.07,199.32,192.3,194.95,194.95,-0.30%,"38,921,113"
19-Mar-25,193.38,195.97,191.96,195.54,195.54,1.41%,"39,442,878"
18-Mar-25,192.52,194,189.38,192.82,192.82,-1.49%,"40,414,867"
17-Mar-25,198.77,199,194.33,195.74,195.74,-1.12%,"47,341,752"
14-Mar-25,197.41,198.65,195.32,197.95,197.95,2.09%,"38,096,663"
13-Mar-25,198.17,198.88,191.82,193.89,193.89,-2.51%,"41,270,761"
12-Mar-25,200.72,201.52,195.29,198.89,198.89,1.17%,"43,679,284"
11-Mar-25,193.9,200.18,193.4,196.59,196.59,1.05%,"54,002,880"
10-Mar-25,195.6,196.73,190.85,194.54,194.54,-2.36%,"61,829,231"
7-Mar-25,199.49,202.27,192.53,199.25,199.25,-0.72%,"59,802,821"
