Date,Open,High,Low,Close,Adj. Close,Change,Volume
21-Jul-25,212.1,215.78,211.63,212.48,212.24,0.62%,"51,377,434"
18-Jul-25,210.87,211.79,209.71,211.18,210.94,0.55%,"48,974,591"
17-Jul-25,210.57,211.8,209.59,210.02,209.78,-0.07%,"48,068,141"
16-Jul-25,210.3,212.4,208.64,210.16,209.92,0.50%,"47,490,532"
15-Jul-25,209.22,211.89,208.92,209.11,208.87,0.23%,"42,296,339"
14-Jul-25,209.93,210.91,207.54,208.62,208.38,-1.20%,"38,840,111"
11-Jul-25,210.57,212.13,209.86,211.16,210.92,-0.59%,"39,765,812"
10-Jul-25,210.51,213.48,210.03,212.41,212.17,0.60%,"44,443,635"
9-Jul-25,209.53,211.33,207.22,211.14,210.9,0.54%,"48,749,367"
8-Jul-25,210.1,211.43,208.45,210.01,209.77,0.03%,"42,848,928"
7-Jul-25,212.68,216.23,208.8,209.95,209.71,-1.69%,"50,228,984"
3-Jul-25,212.15,214.65,211.81,213.55,213.31,0.52%,"34,955,836"
2-Jul-25,208.91,213.34,208.14,212.44,212.2,2.22%,"67,941,811"
1-Jul-25,206.67,210.19,206.14,207.82,207.58,1.29%,"78,788,867"
30-Jun-25,202.01,207.39,199.26,205.17,204.94,2.03%,"91,912,816"
27-Jun-25,201.89,203.22,200,201.08,200.85,0.04%,"73,188,571"
26-Jun-25,201.43,202.64,199.46,201,200.77,-0.28%,"50,799,121"
25-Jun-25,201.45,203.67,200.62,201.56,201.33,0.63%,"39,525,730"
24-Jun-25,202.59,203.44,200.2,200.3,200.07,-0.60%,"54,064,033"
23-Jun-25,201.63,202.3,198.96,201.5,201.27,0.25%,"55,814,272"
20-Jun-25,198.24,201.7,196.86,201,200.77,2.25%,"96,813,542"
18-Jun-25,195.94,197.57,195.07,196.58,196.36,0.48%,"45,394,689"
17-Jun-25,197.2,198.39,195.21,195.64,195.42,-1.40%,"38,856,152"
16-Jun-25,197.3,198.69,196.56,198.42,198.19,1.00%,"43,020,691"
13-Jun-25,199.73,200.37,195.7,196.45,196.23,-1.38%,"51,447,349"
12-Jun-25,199.08,199.68,197.36,199.2,198.97,0.21%,"43,904,635"
11-Jun-25,203.5,204.5,198.41,198.78,198.55,-1.92%,"60,989,857"
10-Jun-25,200.6,204.35,200.57,202.67,202.44,0.61%,"54,672,608"
9-Jun-25,204.39,206,200.02,201.45,201.22,-1.21%,"72,862,557"
6-Jun-25,203,205.7,202.05,203.92,203.69,1.64%,"46,607,693"
5-Jun-25,203.5,204.75,200.15,200.63,200.4,-1.08%,"55,221,235"
4-Jun-25,202.91,206.24,202.1,202.82,202.59,-0.22%,"43,603,985"
3-Jun-25,201.35,203.77,200.96,203.27,203.04,0.78%,"46,381,567"
2-Jun-25,200.28,202.13,200.12,201.7,201.47,0.42%,"35,423,294"
30-May-25,199.37,201.96,196.78,200.85,200.62,0.45%,"70,819,942"
29-May-25,203.58,203.81,198.51,199.95,199.72,-0.23%,"51,477,938"
28-May-25,200.59,202.73,199.9,200.42,200.19,0.10%,"45,339,678"
27-May-25,198.3,200.74,197.43,200.21,199.98,2.53%,"56,288,475"
23-May-25,193.67,197.7,193.46,195.27,195.05,-3.02%,"78,432,918"
22-May-25,200.71,202.75,199.7,201.36,201.13,-0.36%,"46,742,407"
21-May-25,205.17,207.04,200.71,202.09,201.86,-2.31%,"59,211,774"
20-May-25,207.67,208.47,205.03,206.86,206.62,-0.92%,"42,496,635"
19-May-25,207.91,209.48,204.26,208.78,208.54,-1.17%,"46,140,527"
16-May-25,212.36,212.57,209.77,211.26,211.02,-0.09%,"54,737,850"
15-May-25,210.95,212.96,209.54,211.45,211.21,-0.41%,"45,029,473"
14-May-25,212.43,213.94,210.58,212.33,212.09,-0.28%,"49,325,825"
13-May-25,210.43,213.4,209,212.93,212.69,1.02%,"51,909,332"
12-May-25,210.97,211.27,206.75,210.79,210.55,6.18%,"63,775,814"
9-May-25,199,200.54,197.54,198.53,198.06,0.53%,"36,453,923"
8-May-25,197.72,200.05,194.68,197.49,197.02,0.63%,"50,478,872"
7-May-25,199.17,199.44,193.25,196.25,195.78,-1.14%,"68,616,943"
6-May-25,198.21,200.65,197.02,198.51,198.04,-0.19%,"51,216,482"
5-May-25,203.1,204.1,198.21,198.89,198.42,-3.15%,"69,018,452"
2-May-25,206.09,206.99,202.16,205.35,204.86,-3.74%,"101,010,621"
1-May-25,209.08,214.56,208.9,213.32,212.81,0.39%,"57,365,675"
30-Apr-25,209.3,213.58,206.67,212.5,212,0.61%,"52,286,454"
29-Apr-25,208.69,212.24,208.37,211.21,210.71,0.51%,"36,827,633"
28-Apr-25,210,211.5,207.46,210.14,209.64,0.41%,"38,743,074"
25-Apr-25,206.37,209.75,206.2,209.28,208.78,0.44%,"38,222,258"
24-Apr-25,204.89,208.83,202.94,208.37,207.88,1.84%,"47,310,989"
23-Apr-25,206,208,202.8,204.6,204.11,2.43%,"52,929,165"
22-Apr-25,196.12,201.59,195.97,199.74,199.27,3.41%,"52,976,371"
21-Apr-25,193.27,193.8,189.81,193.16,192.7,-1.94%,"46,742,537"
17-Apr-25,197.2,198.83,194.42,196.98,196.51,1.39%,"52,164,675"
16-Apr-25,198.36,200.7,192.37,194.27,193.81,-3.89%,"59,732,423"
15-Apr-25,201.86,203.51,199.8,202.14,201.66,-0.19%,"51,343,872"
14-Apr-25,211.44,212.94,201.16,202.52,202.04,2.21%,"101,352,911"
11-Apr-25,186.1,199.54,186.06,198.15,197.68,4.06%,"87,435,915"
10-Apr-25,189.07,194.78,183,190.42,189.97,-4.24%,"121,879,981"
9-Apr-25,171.95,200.61,171.89,198.85,198.38,15.33%,"184,395,885"
8-Apr-25,186.7,190.34,169.21,172.42,172.01,-4.98%,"120,859,491"
7-Apr-25,177.2,194.15,174.62,181.46,181.03,-3.67%,"160,466,286"
4-Apr-25,193.89,199.88,187.34,188.38,187.93,-7.29%,"125,910,913"
3-Apr-25,205.54,207.49,201.25,203.19,202.71,-9.25%,"103,419,006"
2-Apr-25,221.32,225.19,221.02,223.89,223.36,0.31%,"35,905,904"
1-Apr-25,219.81,223.68,218.9,223.19,222.66,0.48%,"36,412,740"
31-Mar-25,217.01,225.62,216.23,222.13,221.6,1.94%,"65,299,321"
28-Mar-25,221.67,223.81,217.68,217.9,217.38,-2.66%,"39,818,617"
27-Mar-25,221.39,224.99,220.56,223.85,223.32,1.05%,"37,094,774"
26-Mar-25,223.51,225.02,220.47,221.53,221,-0.99%,"34,532,656"
25-Mar-25,220.77,224.1,220.08,223.75,223.22,1.37%,"34,493,583"
24-Mar-25,221,221.48,218.58,220.73,220.21,1.13%,"44,299,483"
21-Mar-25,211.56,218.84,211.28,218.27,217.75,1.95%,"94,127,768"
20-Mar-25,213.99,217.49,212.22,214.1,213.59,-0.53%,"48,862,947"
19-Mar-25,214.22,218.76,213.75,215.24,214.73,1.20%,"54,385,391"
18-Mar-25,214.16,215.15,211.49,212.69,212.19,-0.61%,"42,432,426"
17-Mar-25,213.31,215.22,209.97,214,213.49,0.24%,"48,073,426"
14-Mar-25,211.25,213.95,209.58,213.49,212.98,1.82%,"60,107,582"
13-Mar-25,215.95,216.84,208.42,209.68,209.18,-3.36%,"61,368,330"
12-Mar-25,220.14,221.75,214.91,216.98,216.47,-1.75%,"62,547,467"
11-Mar-25,223.81,225.84,217.45,220.84,220.32,-2.92%,"76,137,410"
10-Mar-25,235.54,236.16,224.22,227.48,226.94,-4.85%,"71,451,281"
7-Mar-25,235.11,241.37,234.76,239.07,238.5,1.59%,"46,273,565"
